Unnamed: 0,Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),State_en
1625,2015,Uttar Pradesh,Jhansi,10.29,17.14,1665.69,17
1626,2016,Uttar Pradesh,Jhansi,11.66,15.05,1291.3,17
1627,2017,Uttar Pradesh,Jhansi,10.21,16.22,1589.75,17
1628,2010,Uttar Pradesh,Jalaun,0.57,1.11,1947.37,17
1629,2011,Uttar Pradesh,Jalaun,0.53,0.98,1849.06,17
1630,2012,Uttar Pradesh,Jalaun,0.51,0.56,1098.04,17
1631,2013,Uttar Pradesh,Jalaun,0.52,0.93,1788.46,17
1632,2014,Uttar Pradesh,Jalaun,0.51,0.89,1745.1,17
1633,2015,Uttar Pradesh,Jalaun,1.56,2.8,1794.87,17
1634,2016,Uttar Pradesh,Jalaun,0.42,0.65,1552.13,17
1635,2017,Uttar Pradesh,Jalaun,0.27,0.34,1264.93,17
1636,2010,Uttar Pradesh,Hamirpur,0.22,0.25,1136.36,17
1637,2011,Uttar Pradesh,Hamirpur,0.14,0.19,1357.14,17
1638,2012,Uttar Pradesh,Hamirpur,0.16,0.29,1812.5,17
1639,2013,Uttar Pradesh,Hamirpur,0.13,0.24,1846.15,17
1640,2014,Uttar Pradesh,Hamirpur,0.05,0.09,1800.0,17
1641,2015,Uttar Pradesh,Hamirpur,0.09,0.1,1111.11,17
1642,2016,Uttar Pradesh,Hamirpur,0.2,0.35,1778.89,17
1643,2017,Uttar Pradesh,Hamirpur,0.08,0.15,1948.05,17
1644,2010,Uttar Pradesh,Banda,53.92,60.55,1122.96,17
1645,2011,Uttar Pradesh,Banda,64.3,90.48,1407.15,17
1646,2012,Uttar Pradesh,Banda,58.32,99.95,1713.82,17
1647,2013,Uttar Pradesh,Banda,66.51,120.09,1805.59,17
1648,2014,Uttar Pradesh,Banda,58.56,94.68,1616.8,17
1649,2015,Uttar Pradesh,Banda,57.82,66.82,1155.66,17
1650,2016,Uttar Pradesh,Banda,73.75,131.0,1776.22,17
1651,2017,Uttar Pradesh,Banda,60.72,118.86,1957.57,17
1652,2010,Uttar Pradesh,Varanasi,184.99,454.49,2456.84,17
1653,2011,Uttar Pradesh,Varanasi,179.82,458.49,2549.72,17
1654,2012,Uttar Pradesh,Varanasi,174.38,465.76,2670.95,17
1655,2013,Uttar Pradesh,Varanasi,187.12,472.72,2526.29,17
1656,2014,Uttar Pradesh,Varanasi,174.44,467.59,2680.52,17
1657,2015,Uttar Pradesh,Varanasi,187.87,504.19,2683.72,17
1658,2016,Uttar Pradesh,Varanasi,196.4,526.55,2681.03,17
1659,2017,Uttar Pradesh,Varanasi,194.46,573.42,2948.8,17
1660,2010,Uttar Pradesh,Mirzpur,116.45,216.54,1859.51,17
1661,2011,Uttar Pradesh,Mirzpur,125.91,266.41,2115.88,17
1662,2012,Uttar Pradesh,Mirzpur,124.5,282.22,2266.83,17
1663,2013,Uttar Pradesh,Mirzpur,111.94,253.45,2264.16,17
1664,2014,Uttar Pradesh,Mirzpur,110.56,240.11,2171.76,17
1665,2015,Uttar Pradesh,Mirzpur,126.61,209.26,1652.79,17
1666,2016,Uttar Pradesh,Mirzpur,123.77,325.32,2628.42,17
1667,2017,Uttar Pradesh,Mirzpur,123.58,321.45,2601.1,17
1668,2010,Uttar Pradesh,Jaunpur,144.03,300.61,2087.13,17
1669,2011,Uttar Pradesh,Jaunpur,145.19,325.06,2238.86,17
1670,2012,Uttar Pradesh,Jaunpur,147.19,343.97,2336.91,17
1671,2013,Uttar Pradesh,Jaunpur,149.52,342.39,2289.93,17
1672,2014,Uttar Pradesh,Jaunpur,140.43,338.99,2413.94,17
1673,2015,Uttar Pradesh,Jaunpur,143.9,253.26,1759.97,17
1674,2016,Uttar Pradesh,Jaunpur,153.46,359.4,2342.0,17
1675,2017,Uttar Pradesh,Jaunpur,157.28,362.68,2306.0,17
1676,2010,Uttar Pradesh,Ghazipur,149.9,315.09,2102.0,17
1677,2011,Uttar Pradesh,Ghazipur,148.84,340.25,2286.01,17
1678,2012,Uttar Pradesh,Ghazipur,149.18,348.62,2336.91,17
1679,2013,Uttar Pradesh,Ghazipur,148.9,318.04,2135.93,17
1680,2014,Uttar Pradesh,Ghazipur,136.67,294.26,2153.07,17
1681,2015,Uttar Pradesh,Ghazipur,154.41,334.3,2165.02,17
1682,2016,Uttar Pradesh,Ghazipur,147.67,317.05,2147.0,17
1683,2017,Uttar Pradesh,Ghazipur,154.82,384.25,2482.0,17
1684,2010,Uttar Pradesh,Ballia,115.98,221.93,1913.52,17
1685,2011,Uttar Pradesh,Ballia,116.37,295.63,2540.43,17
1686,2012,Uttar Pradesh,Ballia,112.17,244.3,2177.94,17
1687,2013,Uttar Pradesh,Ballia,118.0,261.96,2220.0,17
1688,2014,Uttar Pradesh,Ballia,122.46,251.91,2057.08,17
1689,2015,Uttar Pradesh,Ballia,115.76,196.1,1694.02,17
1690,2016,Uttar Pradesh,Ballia,115.91,276.56,2386.0,17
1691,2017,Uttar Pradesh,Ballia,115.87,290.02,2503.0,17
1692,2010,Uttar Pradesh,Gorakhpur,319.9,672.53,2102.31,17
1693,2011,Uttar Pradesh,Gorakhpur,320.33,729.07,2276.0,17
1694,2012,Uttar Pradesh,Gorakhpur,316.05,749.79,2372.38,17
1695,2013,Uttar Pradesh,Gorakhpur,311.9,760.63,2438.7,17
1696,2014,Uttar Pradesh,Gorakhpur,318.4,744.0,2336.68,17
1697,2015,Uttar Pradesh,Gorakhpur,320.34,628.4,1961.67,17
1698,2016,Uttar Pradesh,Gorakhpur,318.29,702.75,2207.85,17
1699,2017,Uttar Pradesh,Gorakhpur,319.73,805.12,2518.15,17
1700,2010,Uttar Pradesh,Deoria,255.54,550.05,2152.5,17
1701,2011,Uttar Pradesh,Deoria,254.83,583.62,2290.23,17
1702,2012,Uttar Pradesh,Deoria,264.66,622.76,2353.06,17
1703,2013,Uttar Pradesh,Deoria,258.23,654.34,2533.94,17
1704,2014,Uttar Pradesh,Deoria,251.34,520.68,2071.62,17
1705,2015,Uttar Pradesh,Deoria,236.49,274.07,1158.91,17
1706,2016,Uttar Pradesh,Deoria,260.11,533.78,2052.11,17
1707,2017,Uttar Pradesh,Deoria,255.14,640.36,2509.8,17
1708,2010,Uttar Pradesh,Basti,368.26,805.26,2186.66,17
1709,2011,Uttar Pradesh,Basti,355.31,876.12,2465.79,17
1710,2012,Uttar Pradesh,Basti,356.77,876.76,2457.49,17
1711,2013,Uttar Pradesh,Basti,368.75,949.18,2574.05,17
1712,2014,Uttar Pradesh,Basti,365.71,779.56,2131.63,17
1713,2015,Uttar Pradesh,Basti,362.07,741.14,2046.95,17
1714,2016,Uttar Pradesh,Basti,373.91,817.97,2187.61,17
1715,2017,Uttar Pradesh,Basti,370.85,955.54,2576.61,17
1716,2010,Uttar Pradesh,Azamgarh,299.36,596.0,1990.91,17
1717,2011,Uttar Pradesh,Azamgarh,298.23,678.51,2275.12,17
1718,2012,Uttar Pradesh,Azamgarh,295.37,634.34,2147.61,17
1719,2013,Uttar Pradesh,Azamgarh,305.06,662.6,2172.03,17
1720,2014,Uttar Pradesh,Azamgarh,293.74,560.61,1908.52,17
1721,2015,Uttar Pradesh,Azamgarh,292.99,533.16,1819.72,17
1722,2016,Uttar Pradesh,Azamgarh,299.17,676.36,2260.81,17
1723,2017,Uttar Pradesh,Azamgarh,307.36,730.13,2375.45,17
1724,2010,Uttar Pradesh,Lucknow,51.54,98.59,1912.88,17
1725,2011,Uttar Pradesh,Lucknow,51.58,103.6,2008.53,17
1726,2012,Uttar Pradesh,Lucknow,51.14,104.83,2049.86,17
1727,2013,Uttar Pradesh,Lucknow,52.16,105.67,2025.88,17
1728,2014,Uttar Pradesh,Lucknow,54.13,125.84,2324.77,17
1729,2015,Uttar Pradesh,Lucknow,52.94,107.27,2026.26,17
1730,2016,Uttar Pradesh,Lucknow,63.8,124.29,1948.0,17
1731,2017,Uttar Pradesh,Lucknow,51.62,139.73,2707.0,17
1732,2010,Uttar Pradesh,Unnao,88.19,146.54,1661.64,17
1733,2011,Uttar Pradesh,Unnao,96.84,172.11,1777.26,17
1734,2012,Uttar Pradesh,Unnao,98.28,192.83,1962.05,17
1735,2013,Uttar Pradesh,Unnao,102.46,218.23,2129.9,17
1736,2014,Uttar Pradesh,Unnao,96.44,161.82,1677.93,17
1737,2015,Uttar Pradesh,Unnao,87.26,138.22,1584.0,17
1738,2016,Uttar Pradesh,Unnao,99.89,193.98,1942.0,17
1739,2017,Uttar Pradesh,Unnao,94.99,199.19,2097.0,17
1740,2010,Uttar Pradesh,Rae-Bareily,134.94,285.87,2118.4,17
1741,2011,Uttar Pradesh,Rae-Bareily,136.95,311.28,2272.94,17
1742,2012,Uttar Pradesh,Rae-Bareily,135.76,338.49,2493.24,17
1743,2013,Uttar Pradesh,Rae-Bareily,143.0,341.36,2387.15,17
1744,2014,Uttar Pradesh,Rae-Bareily,146.52,310.62,2119.94,17
1745,2015,Uttar Pradesh,Rae-Bareily,156.59,326.51,2085.17,17
1746,2016,Uttar Pradesh,Rae-Bareily,141.09,335.6,2378.7,17
1747,2017,Uttar Pradesh,Rae-Bareily,140.34,342.72,2442.01,17
1748,2010,Uttar Pradesh,Sitapur,159.03,314.28,1976.23,17
1749,2011,Uttar Pradesh,Sitapur,162.23,360.34,2221.17,17
1750,2012,Uttar Pradesh,Sitapur,162.23,388.54,2394.99,17
1751,2013,Uttar Pradesh,Sitapur,169.74,414.0,2439.02,17
1752,2014,Uttar Pradesh,Sitapur,164.2,383.09,2333.07,17
1753,2015,Uttar Pradesh,Sitapur,160.52,346.41,2158.05,17
1754,2016,Uttar Pradesh,Sitapur,167.97,391.38,2330.0,17
1755,2017,Uttar Pradesh,Sitapur,163.87,384.1,2344.0,17
1756,2010,Uttar Pradesh,Hardoi,141.17,288.7,2045.05,17
1757,2011,Uttar Pradesh,Hardoi,145.25,326.9,2250.6,17
1758,2012,Uttar Pradesh,Hardoi,144.52,354.64,2453.92,17
1759,2013,Uttar Pradesh,Hardoi,149.08,375.1,2516.1,17
1760,2014,Uttar Pradesh,Hardoi,142.23,279.49,1965.06,17
1761,2015,Uttar Pradesh,Hardoi,133.84,301.95,2256.05,17
1762,2016,Uttar Pradesh,Hardoi,141.44,338.75,2395.0,17
1763,2017,Uttar Pradesh,Hardoi,149.8,377.21,2518.0,17
1764,2010,Uttar Pradesh,Kheri,188.22,400.8,2129.42,17
1765,2011,Uttar Pradesh,Kheri,185.39,452.58,2441.23,17
1766,2012,Uttar Pradesh,Kheri,186.68,478.46,2563.0,17
1767,2013,Uttar Pradesh,Kheri,173.56,467.91,2695.96,17
1768,2014,Uttar Pradesh,Kheri,157.23,428.28,2723.91,17
1769,2015,Uttar Pradesh,Kheri,158.81,417.52,2629.05,17
1770,2016,Uttar Pradesh,Kheri,182.52,506.32,2774.0,17
1771,2017,Uttar Pradesh,Kheri,181.78,568.24,3126.0,17
1772,2010,Uttar Pradesh,Faizabad,213.55,518.98,2430.25,17
1773,2011,Uttar Pradesh,Faizabad,214.45,547.45,2552.81,17
1774,2012,Uttar Pradesh,Faizabad,215.59,573.06,2658.1,17
1775,2013,Uttar Pradesh,Faizabad,219.18,586.77,2677.11,17
1776,2014,Uttar Pradesh,Faizabad,213.2,498.52,2338.27,17
1777,2015,Uttar Pradesh,Faizabad,205.4,431.45,2100.54,17
1778,2016,Uttar Pradesh,Faizabad,213.98,545.34,2548.56,17
1779,2017,Uttar Pradesh,Faizabad,220.25,643.48,2921.54,17
1780,2010,Uttar Pradesh,Gonda,229.06,509.24,2223.17,17
1781,2011,Uttar Pradesh,Gonda,234.18,526.48,2248.19,17
1782,2012,Uttar Pradesh,Gonda,228.79,535.3,2339.7,17
1783,2013,Uttar Pradesh,Gonda,232.16,543.38,2340.54,17
1784,2014,Uttar Pradesh,Gonda,242.56,476.73,1965.41,17
1785,2015,Uttar Pradesh,Gonda,232.82,452.05,1941.63,17
1786,2016,Uttar Pradesh,Gonda,247.76,554.25,2237.05,17
1787,2017,Uttar Pradesh,Gonda,232.55,556.96,2394.98,17
1788,2010,Uttar Pradesh,Bahraich,235.85,475.82,2017.47,17
1789,2011,Uttar Pradesh,Bahraich,235.19,491.18,2088.44,17
1790,2012,Uttar Pradesh,Bahraich,232.68,544.28,2339.18,17
1791,2013,Uttar Pradesh,Bahraich,234.37,531.06,2265.9,17
1792,2014,Uttar Pradesh,Bahraich,245.2,541.57,2208.69,17
1793,2015,Uttar Pradesh,Bahraich,240.68,458.91,1906.72,17
1794,2016,Uttar Pradesh,Bahraich,231.43,548.93,2371.89,17
1795,2017,Uttar Pradesh,Bahraich,239.92,612.52,2553.03,17
1796,2010,Uttar Pradesh,Sultanpur,159.85,363.21,2272.28,17
1797,2011,Uttar Pradesh,Sultanpur,160.34,381.03,2376.39,17
1798,2012,Uttar Pradesh,Sultanpur,160.78,410.64,2554.09,17
1799,2013,Uttar Pradesh,Sultanpur,163.21,386.45,2367.79,17
1800,2014,Uttar Pradesh,Sultanpur,140.23,235.25,1677.64,17
1801,2015,Uttar Pradesh,Sultanpur,151.91,309.77,2039.13,17
1802,2016,Uttar Pradesh,Sultanpur,161.92,376.08,2322.67,17
1803,2017,Uttar Pradesh,Sultanpur,160.48,463.45,2887.88,17
1804,2010,Uttar Pradesh,Pratapgarh,97.44,195.82,2009.65,17
1805,2011,Uttar Pradesh,Pratapgarh,97.81,226.62,2316.94,17
1806,2012,Uttar Pradesh,Pratapgarh,99.17,240.99,2430.07,17
1807,2013,Uttar Pradesh,Pratapgarh,99.25,237.79,2395.87,17
1808,2014,Uttar Pradesh,Pratapgarh,104.14,235.68,2263.11,17
1809,2015,Uttar Pradesh,Pratapgarh,124.7,224.34,1799.04,17
1810,2016,Uttar Pradesh,Pratapgarh,99.01,217.03,2192.0,17
1811,2017,Uttar Pradesh,Pratapgarh,96.36,227.79,2364.0,17
1812,2010,Uttar Pradesh,Barabanki,178.44,422.32,2366.73,17
1813,2011,Uttar Pradesh,Barabanki,177.97,491.56,2762.04,17
1814,2012,Uttar Pradesh,Barabanki,183.96,562.37,3057.02,17
1815,2013,Uttar Pradesh,Barabanki,181.24,517.97,2857.92,17
1816,2014,Uttar Pradesh,Barabanki,191.88,529.6,2760.06,17
1817,2015,Uttar Pradesh,Barabanki,186.63,513.41,2750.95,17
1818,2016,Uttar Pradesh,Barabanki,183.33,499.76,2726.0,17
1819,2017,Uttar Pradesh,Barabanki,181.6,520.66,2867.0,17
1820,2010,Uttarakhand,Nainital,132.4,337.26,2547.28,18
1821,2011,Uttarakhand,Nainital,128.23,377.12,2940.97,18
1822,2012,Uttarakhand,Nainital,129.04,398.26,3086.33,18
1823,2013,Uttarakhand,Nainital,126.75,394.42,3111.79,18
1824,2014,Uttarakhand,Nainital,125.42,401.82,3203.8,18
1825,2015,Uttarakhand,Nainital,127.04,431.22,3394.36,18
1826,2016,Uttarakhand,Nainital,130.44,429.93,3295.98,18
1827,2017,Uttarakhand,Nainital,132.39,462.89,3496.51,18
1828,2010,Uttarakhand,Almorah,32.99,36.41,1103.67,18
1829,2011,Uttarakhand,Almorah,32.47,40.71,1253.77,18
1830,2012,Uttarakhand,Almorah,31.56,39.4,1248.42,18
1831,2013,Uttarakhand,Almorah,29.18,38.04,1303.63,18
1832,2014,Uttarakhand,Almorah,30.03,39.7,1322.01,18
1833,2015,Uttarakhand,Almorah,31.9,39.18,1228.21,18
1834,2016,Uttarakhand,Almorah,29.64,40.74,1374.8,18
1835,2017,Uttarakhand,Almorah,28.79,36.67,1273.68,18
1836,2010,Uttarakhand,Pithorgarh,29.76,35.91,1206.65,18
1837,2011,Uttarakhand,Pithorgarh,28.97,36.97,1276.15,18
1838,2012,Uttarakhand,Pithorgarh,26.21,34.18,1304.08,18
1839,2013,Uttarakhand,Pithorgarh,27.01,37.7,1395.78,18
1840,2014,Uttarakhand,Pithorgarh,26.44,33.74,1276.1,18
1841,2015,Uttarakhand,Pithorgarh,26.49,35.07,1323.9,18
1842,2016,Uttarakhand,Pithorgarh,27.51,37.07,1347.27,18
1843,2017,Uttarakhand,Pithorgarh,26.3,33.83,1286.44,18
1844,2010,Uttarakhand,Chamoli,22.14,32.43,1464.77,18
1845,2011,Uttarakhand,Chamoli,20.02,27.22,1359.64,18
1846,2012,Uttarakhand,Chamoli,21.25,28.85,1357.65,18
1847,2013,Uttarakhand,Chamoli,20.28,26.64,1313.61,18
1848,2014,Uttarakhand,Chamoli,20.21,26.09,1290.95,18
1849,2015,Uttarakhand,Chamoli,20.39,28.12,1379.11,18
1850,2016,Uttarakhand,Chamoli,20.7,27.62,1334.57,18
1851,2017,Uttarakhand,Chamoli,19.59,27.22,1389.64,18
1852,2010,Uttarakhand,Uttar Kashi,10.4,17.13,1647.12,18
1853,2011,Uttarakhand,Uttar Kashi,10.62,17.17,1616.76,18
1854,2012,Uttarakhand,Uttar Kashi,9.92,18.6,1875.0,18
1855,2013,Uttarakhand,Uttar Kashi,9.01,15.98,1773.58,18
1856,2014,Uttarakhand,Uttar Kashi,9.92,16.5,1663.31,18
1857,2015,Uttarakhand,Uttar Kashi,10.74,18.98,1767.23,18
1858,2016,Uttarakhand,Uttar Kashi,10.11,17.89,1769.86,18
1859,2017,Uttarakhand,Uttar Kashi,10.25,17.57,1714.51,18
1860,2010,Uttarakhand,Tehri Garhwal,11.4,16.66,1461.4,18
1861,2011,Uttarakhand,Tehri Garhwal,12.38,18.41,1487.08,18
1862,2012,Uttarakhand,Tehri Garhwal,11.11,16.01,1441.04,18
1863,2013,Uttarakhand,Tehri Garhwal,11.35,17.6,1550.66,18
1864,2014,Uttarakhand,Tehri Garhwal,11.29,18.99,1682.02,18
1865,2015,Uttarakhand,Tehri Garhwal,11.63,19.88,1709.37,18
1866,2016,Uttarakhand,Tehri Garhwal,11.87,18.66,1571.21,18
1867,2017,Uttarakhand,Tehri Garhwal,10.41,20.49,1966.97,18
1868,2010,Uttarakhand,Garhwal,17.18,18.65,1085.56,18
1869,2011,Uttarakhand,Garhwal,15.98,18.44,1153.94,18
1870,2012,Uttarakhand,Garhwal,15.53,18.21,1172.57,18
1871,2013,Uttarakhand,Garhwal,13.92,17.91,1286.64,18
1872,2014,Uttarakhand,Garhwal,14.57,17.36,1191.49,18
1873,2015,Uttarakhand,Garhwal,12.52,16.76,1338.66,18
1874,2016,Uttarakhand,Garhwal,10.85,15.18,1398.36,18
1875,2017,Uttarakhand,Garhwal,10.02,13.87,1384.61,18
1876,2010,Uttarakhand,Dehradun,11.19,21.83,1950.85,18
1877,2011,Uttarakhand,Dehradun,10.91,23.08,2115.49,18
1878,2012,Uttarakhand,Dehradun,11.05,22.7,2054.3,18
1879,2013,Uttarakhand,Dehradun,10.11,21.54,2130.56,18
1880,2014,Uttarakhand,Dehradun,9.18,17.67,1924.84,18
1881,2015,Uttarakhand,Dehradun,10.25,22.13,2159.02,18
1882,2016,Uttarakhand,Dehradun,10.19,20.74,2036.13,18
1883,2017,Uttarakhand,Dehradun,9.29,19.56,2105.25,18
1884,2010,Assam,Cachar,226.24,484.37,2140.96,1
1885,2011,Assam,Cachar,231.41,518.02,2238.54,1
1886,2012,Assam,Cachar,231.39,497.93,2151.91,1
1887,2013,Assam,Cachar,220.66,444.13,2012.73,1
1888,2014,Assam,Cachar,230.62,515.42,2234.93,1
1889,2015,Assam,Cachar,229.66,452.79,1971.57,1
1890,2016,Assam,Cachar,232.73,466.41,2004.13,1
1891,2017,Assam,Cachar,220.46,410.15,1860.41,1
1892,2010,Assam,Darrang,348.39,670.09,1923.39,1
1893,2011,Assam,Darrang,348.28,625.31,1795.42,1
1894,2012,Assam,Darrang,332.25,690.2,2077.35,1
1895,2013,Assam,Darrang,326.36,632.91,1939.3,1
1896,2014,Assam,Darrang,336.82,719.26,2135.44,1
1897,2015,Assam,Darrang,335.64,727.47,2167.41,1
1898,2016,Assam,Darrang,328.99,682.28,2073.87,1
1899,2017,Assam,Darrang,325.73,705.38,2165.54,1
1900,2010,Assam,Dibrugarh,140.73,291.54,2071.63,1
1901,2011,Assam,Dibrugarh,142.05,223.28,1571.84,1
1902,2012,Assam,Dibrugarh,136.65,256.98,1880.57,1
1903,2013,Assam,Dibrugarh,140.39,253.89,1808.46,1
1904,2014,Assam,Dibrugarh,138.24,234.63,1697.27,1
1905,2015,Assam,Dibrugarh,142.05,268.08,1887.22,1
1906,2016,Assam,Dibrugarh,136.61,244.61,1790.58,1
1907,2017,Assam,Dibrugarh,141.46,266.26,1882.21,1
1908,2010,Assam,Goalpara,380.68,763.77,2006.35,1
1909,2011,Assam,Goalpara,368.67,689.19,1869.4,1
1910,2012,Assam,Goalpara,378.9,771.09,2035.09,1
1911,2013,Assam,Goalpara,364.15,835.72,2295.02,1
1912,2014,Assam,Goalpara,358.88,802.94,2237.35,1
1913,2015,Assam,Goalpara,356.18,737.67,2071.04,1
1914,2016,Assam,Goalpara,359.26,812.66,2262.03,1
1915,2017,Assam,Goalpara,348.15,763.55,2193.13,1
1916,2010,Assam,Kamrup,491.76,993.12,2019.52,1
1917,2011,Assam,Kamrup,488.48,913.45,1869.98,1
1918,2012,Assam,Kamrup,453.14,927.06,2045.86,1
1919,2013,Assam,Kamrup,461.88,979.23,2120.1,1
1920,2014,Assam,Kamrup,455.11,992.44,2180.66,1
1921,2015,Assam,Kamrup,445.0,945.56,2124.85,1
1922,2016,Assam,Kamrup,442.4,949.9,2147.15,1
1923,2017,Assam,Kamrup,427.41,1051.16,2459.38,1
1924,2010,Assam,Karbi Anglong,126.1,237.35,1882.24,1
1925,2011,Assam,Karbi Anglong,121.57,174.4,1434.56,1
1926,2012,Assam,Karbi Anglong,128.42,199.17,1550.93,1
1927,2013,Assam,Karbi Anglong,130.2,219.92,1689.09,1
1928,2014,Assam,Karbi Anglong,128.0,218.19,1704.61,1
1929,2015,Assam,Karbi Anglong,129.58,213.17,1645.08,1
1930,2016,Assam,Karbi Anglong,133.53,247.31,1852.07,1
1931,2017,Assam,Karbi Anglong,132.87,255.01,1919.27,1
1932,2010,Assam,Lakhimpur,217.52,345.12,1586.61,1
1933,2011,Assam,Lakhimpur,229.3,368.12,1605.41,1
1934,2012,Assam,Lakhimpur,225.3,439.02,1948.6,1
1935,2013,Assam,Lakhimpur,223.45,389.72,1744.1,1
1936,2014,Assam,Lakhimpur,209.71,392.43,1871.3,1
1937,2015,Assam,Lakhimpur,211.61,383.71,1813.29,1
1938,2016,Assam,Lakhimpur,193.62,333.4,1721.92,1
1939,2017,Assam,Lakhimpur,190.66,345.26,1810.82,1
1940,2010,Assam,North Cachar Hil / Dima hasao,15.25,21.66,1420.33,1
1941,2011,Assam,North Cachar Hil / Dima hasao,15.57,36.09,2317.92,1
1942,2012,Assam,North Cachar Hil / Dima hasao,16.19,36.96,2282.89,1
1943,2013,Assam,North Cachar Hil / Dima hasao,15.82,31.84,2012.64,1
1944,2014,Assam,North Cachar Hil / Dima hasao,14.7,34.51,2347.62,1
1945,2015,Assam,North Cachar Hil / Dima hasao,14.61,31.83,2178.64,1
1946,2016,Assam,North Cachar Hil / Dima hasao,15.03,31.7,2108.61,1
1947,2017,Assam,North Cachar Hil / Dima hasao,13.79,31.09,2254.3,1
1948,2010,Assam,Nagaon,274.15,543.86,1983.8,1
1949,2011,Assam,Nagaon,282.09,530.2,1879.54,1
1950,2012,Assam,Nagaon,259.56,564.62,2175.3,1
1951,2013,Assam,Nagaon,286.77,684.62,2387.35,1
1952,2014,Assam,Nagaon,291.65,624.8,2142.29,1
1953,2015,Assam,Nagaon,287.8,668.99,2324.5,1
1954,2016,Assam,Nagaon,287.34,674.49,2347.39,1
1955,2017,Assam,Nagaon,286.16,709.39,2478.97,1
1956,2010,Assam,Sibsagar,295.51,650.67,2201.85,1
1957,2011,Assam,Sibsagar,297.88,613.36,2059.08,1
1958,2012,Assam,Sibsagar,300.09,703.63,2344.73,1
1959,2013,Assam,Sibsagar,314.79,691.05,2195.27,1
1960,2014,Assam,Sibsagar,313.37,658.9,2102.63,1
1961,2015,Assam,Sibsagar,315.03,665.27,2111.77,1
1962,2016,Assam,Sibsagar,320.47,656.05,2047.11,1
1963,2017,Assam,Sibsagar,330.49,718.15,2172.97,1
1964,2010,Himachal Pradesh,Bilashpur,1.51,3.13,2072.85,6
1965,2011,Himachal Pradesh,Bilashpur,1.5,3.11,2073.33,6
1966,2012,Himachal Pradesh,Bilashpur,1.5,3.16,2106.67,6
1967,2013,Himachal Pradesh,Bilashpur,1.46,3.03,2075.34,6
1968,2014,Himachal Pradesh,Bilashpur,1.44,3.3,2291.67,6
1969,2015,Himachal Pradesh,Bilashpur,1.43,2.97,2076.92,6
1970,2016,Himachal Pradesh,Bilashpur,1.41,2.94,2078.5,6
1971,2017,Himachal Pradesh,Bilashpur,1.43,2.98,2090.34,6
1972,2010,Himachal Pradesh,Chamba,2.62,3.16,1206.11,6
1973,2011,Himachal Pradesh,Chamba,2.61,3.14,1203.07,6
1974,2012,Himachal Pradesh,Chamba,2.62,3.19,1217.56,6
1975,2013,Himachal Pradesh,Chamba,2.54,3.06,1204.72,6
1976,2014,Himachal Pradesh,Chamba,2.52,3.33,1321.43,6
1977,2015,Himachal Pradesh,Chamba,2.49,3.0,1204.82,6
1978,2016,Himachal Pradesh,Chamba,2.46,2.97,1203.65,6
1979,2017,Himachal Pradesh,Chamba,2.49,3.0,1203.93,6
1980,2010,Himachal Pradesh,Kangra,38.95,59.87,1537.1,6
1981,2011,Himachal Pradesh,Kangra,38.76,59.57,1536.89,6
1982,2012,Himachal Pradesh,Kangra,38.92,60.43,1552.67,6
1983,2013,Himachal Pradesh,Kangra,37.76,58.06,1537.61,6
1984,2014,Himachal Pradesh,Kangra,37.38,63.2,1690.74,6
1985,2015,Himachal Pradesh,Kangra,36.98,56.84,1537.05,6
1986,2016,Himachal Pradesh,Kangra,36.59,56.24,1537.13,6
1987,2017,Himachal Pradesh,Kangra,36.98,56.95,1539.86,6
1988,2010,Himachal Pradesh,Kinnaur,0.02,0.02,1000.0,6
1989,2011,Himachal Pradesh,Kinnaur,0.02,0.02,1000.0,6
1990,2012,Himachal Pradesh,Kinnaur,0.02,0.02,1000.0,6
1991,2013,Himachal Pradesh,Kinnaur,0.01,0.02,2000.0,6
1992,2014,Himachal Pradesh,Kinnaur,0.01,0.02,2000.0,6
1993,2015,Himachal Pradesh,Kinnaur,0.01,0.02,2000.0,6
1994,2016,Himachal Pradesh,Kinnaur,0.01,0.02,1500.0,6
1995,2017,Himachal Pradesh,Kinnaur,0.01,0.02,1571.43,6
1996,2010,Himachal Pradesh,Kullu,1.42,1.85,1302.82,6
1997,2011,Himachal Pradesh,Kullu,1.41,1.84,1304.96,6
1998,2012,Himachal Pradesh,Kullu,1.42,1.87,1316.9,6
1999,2013,Himachal Pradesh,Kullu,1.37,1.8,1313.87,6
2000,2014,Himachal Pradesh,Kullu,1.36,1.96,1441.18,6
2001,2015,Himachal Pradesh,Kullu,1.34,1.76,1313.43,6
2002,2016,Himachal Pradesh,Kullu,1.33,1.74,1307.52,6
2003,2017,Himachal Pradesh,Kullu,1.34,1.76,1308.04,6
2004,2010,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0.0,6
2005,2011,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0.0,6
2006,2012,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0.0,6
2007,2013,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0.0,6
2008,2014,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0.0,6
2009,2015,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0.0,6
2010,2016,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0.0,6
